FECHA,EMISOR,MONEDA,TASA,TASA/MARGEN,PLAZO (en meses),VN,CALIFICACIÓN
27-feb-25,PSA Finance Argentina,ARS,Tamar,"3,20%",12,"1981,30",A1+
27-feb-25,SVS 360 Energy Solar,USD Mep,Fija,"8,75%",19,"15,00",A / BV1 (Fix SCR)
25-feb-25,River Plate,ARS,Tamar,"3,89%",24,"12000,00",BS2+ (UNTREF)
25-feb-25,YPF,USD Mep,Fija,"6,25%",24,"139,90",AAA (Fix SCR) / AAA (Moody´s)
25-feb-25,YPF,USD Mep,Fija,"3,50%",6,"59,00",A1+ (Fix SCR) / A-1 (Moody´s)
24-feb-25,BBVA,ARS,Tamar,"2,75%",6,"9062,70",A1+
24-feb-25,BBVA,USD Cable,Fija,"3,50%",12,"16,50",A1+
24-feb-25,BBVA,USD Mep,Fija,"4,00%",8,"20,40",A1+
24-feb-25,BBVA,ARS,Tamar,"2,75%",12,"57002,90",A1+
20-feb-25,Arcor,ARS,Tamar,"2,40%",12,"60000,00",A-1 (Moody´S)
20-feb-25,Empresa Distribuidora de Elec. de Salta,USD Mep,Fija,"8,50%",24,"22,50",A-
19-feb-25,Banco Hipotecario,ARS,Tamar,"2,75%",12,"50000,00",A1+
19-feb-25,Santander,ARS,Tamar,"2,75%",12,"70092,00",A-1
18-feb-25,Camuzzi Gas Pampeana,USD Mep,Fija,"7,95%",24,"70,00",A+
13-feb-25,Comafi,USD Mep,Fija,"0,25%",2,"65,00",A1+
12-feb-25,Petroquimica Comodoro Rivadavia,USD Mep,Fija,"8,00%",82,"65,00",AA
6-feb-25,Galicia,ARS,Tamar,"2,75%",12,"79786,90",A-1 (Moody's)
6-feb-25,Galicia,USD Mep,Fija,"4,15%",6,"73,80",A-1 (Moody's)
6-feb-25,Pan American Energy,USD Cable,Fija,"6,50%",30,"120,00",AAA (Moody's) / AAA (Fix SCR)
5-feb-25,BST,USD Mep,Fija,"5,75%",6,"21,10",A-1 (Moody's)
5-feb-25,Supervielle,USD Mep,Fija,"4,15%",6,"29,40",A-1 (Moody's)
5-feb-25,Supervielle,ARS,Tamar,"2,75%",24,"50974,10",A-1 (Moody's)
4-feb-25,Balanz,USD Mep,Fija,"5,00%",16,"15,00",A
4-feb-25,Banco CMF,ARS,Tamar,"3,25%",12,"10250,00",A1
4-feb-25,Banco CMF,USD Mep,Fija,"4,50%",6,"19,40",A1
4-feb-25,San Miguel,USD Mep,Fija,"9,50%",24,"16,30",A-
30-ene-25,Comafi,USD Mep,Fija,"4,25%",6,"38,50",A1+
30-ene-25,Comafi,USD Mep,Fija,"2,00%",2,"11,50",A1+
29-ene-25,Ledesma,USD Mep,Fija,"7,00%",30,"31,10",AA-
28-ene-25,Petrolera Aconcagua Energía,USD Mep,Fija,"9,00%",36,"29,50",A+
23-ene-25,Pluspetrol,USD Mep,Fija,"7,50%",60,"123,00",AAA
23-ene-25,Pluspetrol,USD Mep,Fija,"6,00%",36,"74,20",AAA
16-ene-25,Banco Mariva,USD Mep,Fija,"3,50%",3,"9,50",A-1
16-ene-25,Credicuotas Consumo,USD Mep,Fija,"7,00%",9,"18,20",A1
16-ene-25,Oiltanking,USD Mep,Fija,"8,00%",60,"35,20",AA
16-ene-25,Oiltanking,USD Mep,Fija,"7,00%",36,"28,30",AA
16-ene-25,Tecpetrol,USD Int,Fija,"7,62%",96,"400,00",BB- (Fitch) / B3 (Moody's)
13-ene-25,Supervielle,USD Mep,Fija,"4,18%",7,"10,00",A-1
8-ene-25,YPF,USD Int,Fija,"8,25%",108,"1100,00",CCC/RR4 (Fitch+S&P)
20-dic-24,Galicia,ARS,Tamar,"2,70%",12,"35088,80",A-1
19-dic-24,Aeropuertos 2000,USD Mep,Fija,"5,50%",24,"28,80",AA+
19-dic-24,Credito Directo,ARS,Variable,"8,00%",12,"8000,00",A3
19-dic-24,PSA Finance Argentina,ARS,Tamar,"3,25%",18,"8344,40",AA
19-dic-24,PSA Finance Argentina,ARS,Tamar,"2,74%",9,"11655,60",A1+
18-dic-24,Banco Hipotecario,ARS,Tamar,"2,75%",12,"45347,50",A1+
18-dic-24,CMF,USD Mep,Fija,"4,40%",6,"6,00",A1
18-dic-24,Comafi,USD Mep,Fija,"4,50%",6,"12,00",A1+
18-dic-24,Comafi,USD Mep,Fija,"2,00%",3,"18,20",A1+
18-dic-24,MSU Energy,USD Mep,Fija,"8,50%",48,"21,40",A / BV1
12-dic-24,Mastellone,USD Mep,Fija,"4,50%",6,"20,00",A-1 (Moody's)
9-dic-24,BBVA,ARS,Fija,"2,74%",12,"37706,70",A1+
9-dic-24,BBVA,ARS,Fija,"2,75%",9,"15088,20",A1+
9-dic-24,Pampa Energía,USD Int,Fija,"7,88%",120,"360,00",B / RR3 (Fitch)
9-dic-24,Raghsa,USD Int,Fija,"8,50%",96,"48,70",Caa2 (Moody's)
5-dic-24,Sidersa,USD Mep,Fija,"6,50%",24,"27,60",A+
4-dic-24,VISTA,USD Int,Fija,"7,62%",132,"600,00",BB- (Fitch) / Caa2 (Moody's)
3-dic-24,Plaza Logística,USD Mep,Fija,"7,00%",42,"9,60",AA / BSVS
3-dic-24,Toyota,ARS,Variable,"5,99%",18,"20000,00",AA+
2-dic-24,Galicia,ARS,Fija,"3,00%",4,"23496,20",A1+
2-dic-24,Galicia,USD Mep,Fija,"4,25%",6,"97,70",A1+
28-nov-24,Empresa distribuidora de Electricidad de Mendoza,ARS,Variable,"7,00%",12,"17048,40",A2
28-nov-24,Empresa distribuidora de Electricidad de Mendoza,USD Mep,Fija,"8,00%",36,"16,10",A
28-nov-24,FCA Compañía Financiera,UVA,Fija,"8,84%",30,"6,50",AA
28-nov-24,FCA Compañía Financiera,ARS,Fija,"33,60%",16,"7500,00",AA
27-nov-24,Supervielle,USD Mep,Fija,"4,70%",5,"30,00",A-1
26-nov-24,Credicuotas,ARS,Variable,"7,00%",12,"7990,00",A1
26-nov-24,Credicuotas,ARS,Fija,"41,00%",6,"22010,00",A1
26-nov-24,Telecom,USD Mep,Fija,"7,00%",48,"75,20",AA+ (Moody's) / AA+ (Fix)
25-nov-24,Banco de Servicios Financieros,ARS,Variable,"7,00%",12,"14055,00",A2
25-nov-24,MSU Energy,USD Int,Fija,"9,75%",72,"176,60",CCC/RR2 (Fitch)
25-nov-24,MSU Energy,USD Int,Fija,"9,75%",72,nan,CCC/RR2 (Fitch)
25-nov-24,Rizobacter,USD Mep,Fija,"8,00%",24,"23,50",A+
25-nov-24,Rizobacter,USD Linked,Fija,"7,00%",36,"23,50",A+
20-nov-24,BACS,ARS,Variable,"5,98%",12,"20000,00",A1+
20-nov-24,YPF Luz,USD Mep,Fija,"6,75%",48,"51,00",AAA
20-nov-24,YPF Luz,USD Mep,Fija,"5,25%",24,"49,00",AAA
13-nov-24,Cresud,USD Mep,Fija,"7,00%",48,"64,40",AA+
11-nov-24,Pan American Energy,USD Mep,Fija,"6,25%",48,"74,20",AAA (Moody's) / AAA (Fitch)
11-nov-24,Pan American Energy,USD Mep,Fija,"7,25%",84,"78,10",AAA (Moody's) / AAA (Fitch)
8-nov-24,CNH Industrial Capital Argentina,USD Mep,Fija,"7,50%",48,"11,10",AA
8-nov-24,CNH Industrial Capital Argentina,USD Mep,Fija,"6,00%",24,"17,00",AA
7-nov-24,GEMSA – CTR,USD Int,Fija,"11,00%",84,"3,70",Caa3 (Moody's) / CCC/RR3 (Fitch)
7-nov-24,Minera Exar,USD Mep,Fija,"8,00%",36,"50,00",AA (Moody's) / AA (Fix)
5-nov-24,GEMSA – CTR,USD Mep,Fija,"11,00%",84,nan,
5-nov-24,GEMSA – CTR,USD Linked,Fija,"11,00%",84,nan,
4-nov-24,Surcos,USD Linked,Fija,"9,00%",24,"15,20",A- / BVS2
4-nov-24,Surcos,USD Mep,Fija,"9,00%",30,"1,60",A-
4-nov-24,Surcos,ARS,Fija,"44,00%",9,"3078,40",A2
1-nov-24,Galicia,USD Mep,Fija,"2,00%",6,"83,50",A1+
31-oct-24,BST,USD Mep,Fija,"0,25%",3,"12,00",A-1
30-oct-24,Oiltanking,USD Mep,Fija,"7,00%",48,"35,50",AA
29-oct-24,Comafi,USD Mep,Fija,"0,00%",3,"16,60",A1+
29-oct-24,Comafi,USD Mep,Fija,"0,50%",3,"87,50",A1+
29-oct-24,Crown Point Energia,USD Mep,Fija,"9,50%",36,"22,00",A+
28-oct-24,360 Energy Solar,USD Mep,Fija,"8,00%",36,"22,30",A / BV1
24-oct-24,GEMSA – CTR,USD Int,Fija,"11,00%",84,"209,30",Caa3 (Moody's) / CCC/RR3 (Fitch)
24-oct-24,GEMSA – CTR,USD Int,Fija,"11,00%",84,"141,00",Caa3 (Moody's) / CCC/RR3 (Fitch)
24-oct-24,Petrolera Aconcagua Energía,USD Linked,Fija,"8,00%",48,"18,20",A+
24-oct-24,Petrolera Aconcagua Energía,USD Mep,Fija,"9,00%",48,"30,60",A+
24-oct-24,Telecom,USD Int,Fija,"9,50%",84,"200,00",B / RR3
23-oct-24,Edenor,USD Int,Fija,"9,75%",72,"135,00",CCC+ (Fitch) / CCC (S&P)
23-oct-24,Generación Litoral,USD Mep,Fija,"10,75%",52,"14,90",A+
22-oct-24,Tecpetrol,USD Mep,Fija,"5,00%",36,"67,40",AAA
22-oct-24,Tecpetrol,USD Mep,Fija,"6,80%",52,"80,50",AAA
21-oct-24,IRSA,USD Mep,Fija,"5,75%",36,"15,80",AA+
21-oct-24,IRSA,USD Mep,Fija,"7,25%",60,"51,50",AA+
18-oct-24,Edenor,USD Int,Fija,"9,75%",72,"135,00",CCC+ (Fitch) / CCC (S&P)
18-oct-24,Petroquimica Comodoro Rivadavia,USD Mep,Fija,"6,75%",48,"46,00",AA
17-oct-24,Volkswagen,ARS,Variable,"5,75%",12,"15975,00",A1+
16-oct-24,John Deere,USD Mep,Fija,"5,00%",24,"28,70",AA
16-oct-24,John Deere,USD Mep,Fija,"6,50%",48,"16,40",AA
15-oct-24,Genneia,USD Mep,Fija,"6,00%",48,"48,30",AA / SVS
15-oct-24,ICBC,ARS,Variable,"5,00%",12,"7525,00",A-1
9-oct-24,San Miguel,USD Mep,Fija,"9,50%",24,"18,00",A-
9-oct-24,San Miguel,USD Linked,Fija,"7,00%",21,"28,20",A- / BVS2
9-oct-24,YPF Luz,USD Int,Fija,"7,88%",96,"420,00",Caa3 (Moody's) / CCC (S&P)
8-oct-24,CGC,USD Mep,Fija,"6,50%",36,"68,30",AA-
8-oct-24,Vista,USD Mep,Fija,"7,55%",84,"150,00",AAA
7-oct-24,Cohen,USD Mep,Fija,"6,25%",24,"8,90",A-
7-oct-24,Inversora Juramento,USD Mep,Fija,"6,00%",15,"20,00",SC
7-oct-24,YPF,USD Mep,Fija,"7,00%",48,"25,00",AAA
7-oct-24,YPF,USD Mep,Fija,"6,50%",48,"125,00",AAA
3-oct-24,Galicia,USD Int,Fija,"7,75%",48,"325,00",Caa3 (Moody's) / CCC (S&P)
3-oct-24,YPF,USD Int,Fija,"9,75%",84,"0,50",Caa3 (Moody's) / CCC (S&P)
2-oct-24,Arcor,ARS,Variable,"4,99%",12,"40000,00",A1+
2-oct-24,Grupo ST,USD Mep,Fija,"7,00%",9,"7,70",A1+
2-oct-24,Pampa Energía,USD Mep,Fija,"5,75%",48,"84,00",AA+
25-sep-24,Credicuotas Consumo,ARS,Variable,"8,00%",9,"11371,20",A1
25-sep-24,PAE,USD Mep,Fija,"4,97%",36,"176,90",AAA
25-sep-24,PAE,USD Mep,Fija,"7,00%",60,"23,10",AAA
18-sep-24,BBVA,ARS,Variable,"5,00%",9,"24500,00",A1+
17-sep-24,Galicia,ARS,Variable,"3,95%",5,"42106,80",A1+
17-sep-24,Galicia,ARS,Variable,"4,50%",4,"9257,00",A1+
16-sep-24,BST,ARS,Variable,"6,50%",9,"12040,00",A-1
5-sep-24,Pampa Energía,USD Int,Fija,"7,95%",84,"410,00",B / RR3 (Fitch Ratings) - CCC (S&P)
4-sep-24,YPF,USD Int,Fija,"8,75%",84,"500,00",Caa3 (Moody's) / CCC (S&P)
2-sep-24,Petrolera Aconcagua Energía,ARS,Variable,"8,00%",12,"19313,60",A1
27-ago-24,ICBC,ARS,Variable,"5,00%",36,"37393,00",A-
26-ago-24,Albanesi Energia,USD Linked,Fija,"6,75%",36,"3,80",A
26-ago-24,Albanesi Energia,USD Linked,Fija,"6,75%",42,"0,20",A
26-ago-24,Albanesi Energia,USD Linked,Fija,"6,75%",42,"0,90",A
26-ago-24,Albanesi Energia,USD Mep,Fija,"9,75%",36,"5,00",A
26-ago-24,Albanesi Energia,USD Linked,Fija,"6,75%",36,"1,50",A
15-ago-24,Banco Comfi,USD Linked,Fija,"0,00%",3,"15,40",A1+
15-ago-24,Banco Comfi,USD Mep,Fija,"1,00%",12,"28,40",A1+
15-ago-24,Banco Comfi,USD Mep,Fija,"1,00%",7,"5,00",A1+
7-ago-24,Crown Point Energia,USD Linked,Fija,"8,00%",18,"7,20",BBB+
6-ago-24,Celulosa,USD Linked,Fija,"7,00%",18,"11,30",BBB+
6-ago-24,Celulosa,USD Mep,Fija,"8,00%",18,"3,70",BBB+
6-ago-24,Galicia,ARS,Variable,"4,50%",6,"35384,00",A1+
5-ago-24,Telecom,USD Linked,Fija,"2,00%",18,"33,70",AA+
1-ago-24,Edenor,USD Mep,Fija,"9,50%",48,"81,90",A
1-ago-24,Edenor,ARS,Variable,"7,00%",12,"17313,40",A1
31-jul-24,Supervielle,ARS,Variable,"5,25%",12,"20877,80",A1
25-jul-24,San Miguel,USD Linked,Fija,"7,00%",24,"24,70",A- / BVS2
25-jul-24,San Miguel,USD Mep,Fija,"9,00%",24,"7,30",A- / BVS2
24-jul-24,Telecom,USD Int,Fija,"9,50%",83,"115,30",B/RR3
19-jul-24,MSU,USD Mep,Fija,"7,50%",36,"33,50",A+ (Fix) / A+ (Moody's)
15-jul-24,Cresud,USD Linked,Fija,"1,50%",36,"28,60",AA+
12-jul-24,PCR,USD Linked,Fija,"1,50%",36,"35,00",AA
11-jul-24,Telecom,USD Int,Fija,"9,50%",84,"500,00",B/RR3
10-jul-24,CGC,USD Linked,Fija,"3,00%",19,"25,40",AA-
4-jul-24,Vista,USD Linked,Fija,"3,00%",48,"53,20",AAA (Fix) / AAA (Moody's)
3-jul-24,Capex,USD Linked,Fija,"0,00%",36,"55,60",AA
2-jul-24,PAE,USD Linked,Fija,"0,00%",36,"75,00",AAA
1-jul-24,John Deere,USD Linked,Fija,"0,00%",18,"30,00",AA
27-jun-24,Lipsa,USD Mep,Fija,"9,00%",24,"12,00",A (Fix) / A (Moody's)
26-jun-24,CGC,USD Linked,Fija,"3,00%",24,"149,60",AA-
26-jun-24,Genneia,USD Linked,Fija,"2,00%",24,"60,00",AA
26-jun-24,Rizobacter,USD Linked,Fija,"5,00%",24,"13,00",A+
26-jun-24,Rizobacter,USD Mep,Fija,"7,50%",24,"7,00",A+
25-jun-24,YPF,USD Linked,Fija,"1,00%",24,"185,00",AAA
13-jun-24,Oleaductos del Valle,USD Linked,Fija,"3,00%",24,"75,00",AAA
11-jun-24,Aluar,USD Mep,Fija,"6,00%",24,"50,00",AAA
11-jun-24,YPF Luz,USD Linked,Fija,"2,00%",30,"97,50",AAA
11-jun-24,YPF Luz,USD Mep,Fija,"5,90%",36,"10,20",AAA
10-jun-24,Telecom,USD Linked,Fija,"5,00%",24,"21,60",AA+ (Moody's) / AA+ (Fix)
6-jun-24,Arcor,ARS,Variable,"4,25%",12,"65681,20",A1+ (Fix) / A-1 (Moody's)
5-jun-24,IRSA,USD Mep,Fija,"6,00%",24,"23,00",AA+
5-jun-24,IRSA,ARS,Variable,"4,50%",12,"17012,70",A1+
5-jun-24,Plaza Logística,UVA,Fija,"2,49%",36,"5,20",AA-
5-jun-24,Plaza Logística,ARS,Variable,"5,00%",12,"8124,80",A1
4-jun-24,Balanz,USD Mep,Fija,"5,00%",24,"35,00",
4-jun-24,Telecom,USD Linked,Fija,"5,00%",24,"59,70",AA+
3-jun-24,GEMSA – CTR,USD Int,Step Up,"12,50%",36,"21,20",A
27-may-24,GEMSA – CTR,USD Mep,Step Up,"9,50%",24,"11,10",A
27-may-24,GEMSA – CTR,UVA,Fija,"5,00%",24,"1,90",A
27-may-24,GEMSA – CTR,UVA,Fija,"5,00%",24,"2,80",A
27-may-24,GEMSA – CTR,USD Int,Step Up,"12,50%",36,"38,80",A
27-may-24,GEMSA – CTR,ARS,Variable,"10,00%",12,"1109,10",A2
27-may-24,John Deere,ARS,Variable,"4,20%",12,"10000,00",A1
27-may-24,John Deere,USD Mep,Fija,"6,00%",24,"23,90",AA
24-may-24,Banco Comafi,USD Mep,Step Up,"1,00%",6,"10,80",A1+
24-may-24,Banco Comafi,USD Cable,Fija,"1,00%",6,"23,10",A1+
23-may-24,YPF,USD Mep,Fija,"6,00%",24,"177,70",AAA
14-may-24,Celulosa,USD Mep,Fija,"9,25%",48,"34,90",BBB+
14-may-24,Celulosa,ARS,Variable,"6,99%",12,"4533,40",A2
10-may-24,Pampa Energía,USD Cable,Fija,"6,00%",23,"52,50",AA+
7-may-24,Newsan,ARS,Variable,"6,00%",12,"13060,70",A-1
6-may-24,CFN,ARS,Variable,"7,00%",12,"5956,70",A2
2-may-24,EDEMSA,UVA,Fija,"5,00%",24,"31,90",A
2-may-24,EDEMSA,ARS,Variable,"7,00%",12,"6607,00",A2
2-may-24,Inversora Juramento,ARS,Variable,"3,00%",12,"30000,00",A2
30-abr-24,Vista Oil & Gas,USD Cable,Fija,"8,00%",60,"46,60",AAA
30-abr-24,Vista Oil & Gas (Adicionales),USD Cable,Fija,"6,50%",34,"32,20",AAA
25-abr-24,Capex,USD Mep,Fija,"5,95%",26,"47,40",AA
25-abr-24,Pan American Energy (int),USD Int,Fija,"8,50%",96,"400,00",BB- / Caa1
22-abr-24,Oiltanking,USD Mep,Fija,"7,00%",36,"32,90",AA
18-abr-24,Cresud,USD Cable,Fija,"6,00%",30,"10,20",AA+
18-abr-24,Tecpetrol,USD Mep,Fija,"5,98%",24,"120,00",AAA
9-abr-24,Raghsa,USD Mep,Fija,"5,98%",24,"10,00",AA-
26-mar-24,Edenor,ARS,Variable,"3,00%",11,"20820,90",A1 (Fix) / BBB+ (Moody's)
22-mar-24,Pampa Energía,USD Cable,Fija,"6,00%",24,"55,20",AA+
19-mar-24,Aluar,USD Cable,Fija,"6,25%",36,"100,00",AAA
8-mar-24,MSU Energy,USD Mep,Fija,"8,25%",24,"14,00",A+
8-mar-24,MSU Energy,ARS,Variable,"3,00%",10,"7831,10",A1
7-mar-24,GEMSA – CTR,USD Mep,Fija,"9,50%",24,"5,50",A
7-mar-24,GEMSA – CTR,UVA,Variable,"0,00%",36,"6,00",A
7-mar-24,GEMSA – CTR,ARS,Variable,"5,00%",12,"1696,40",A2
7-mar-24,GEMSA – CTR,USD Linked,Fija,"5,00%",16,"1,90",A
6-mar-24,Genneia,USD Mep,Fija,"6,25%",36,"20,70",AA
6-mar-24,Genneia,USD Linked,Fija,"5,00%",24,"12,50",AA
6-mar-24,Plaza Logística,UVA,Variable,"0,00%",24,"13,30",AA-
5-mar-24,Edenor,USD Mep,Fija,"9,75%",32,"95,80",A1
5-mar-24,Edenor,ARS,Variable,"3,00%",12,"3577,40",BBB+
5-mar-24,John Deere,USD Linked,Fija,"7,50%",24,"24,50",AA
4-mar-24,Vista Oil & Gas,USD Cable,Fija,"6,50%",36,"60,00",AAA
1-mar-24,Banco CMF,ARS,Variable,"3,50%",6,"10024,00",A1
28-feb-24,CNH Industrial Capital Argentina,USD Linked,Fija,"7,50%",24,"53,30",AA
28-feb-24,Petrolera Comodora Rivadavia,ARS,Variable,"0,00%",12,"21065,00",A1+
27-feb-24,Pan American Energy,USD Cable,Fija,"5,70%",24,"13,40",AAA
27-feb-24,Petrolera Aconcagua Energía,USD Mep,Fija,"8,50%",36,"9,10",A+
27-feb-24,Petrolera Aconcagua Energía,USD Mep,Fija,"9,50%",48,"4,40",A+
27-feb-24,Petrolera Aconcagua Energía,USD Linked,Fija,"7,50%",36,"13,40",A+
26-feb-24,IRSA,ARS,Variable,"0,99%",12,"26203,80",AA+
26-feb-24,IRSA,USD Mep,Fija,"7,00%",36,"21,40",AA+
26-feb-24,Pampa Energía,ARS,Variable,"-1,00%",12,"17131,20",A1+
23-feb-24,Santander,ARS,Variable,"2,50%",6,"37941,60",A1+
23-feb-24,YPF,USD Linked,Fija,"3,00%",36,"18,00",AAA
23-feb-24,YPF Luz,USD Mep,Fija,"6,00%",36,"11,30",AAA
22-feb-24,BST,ARS,Variable,"2,00%",12,"3392,50",A-2
22-feb-24,Surcos,USD Linked,Fija,"7,00%",24,"3,60",A-
22-feb-24,Surcos,ARS,Variable,"6,00%",12,"745,00",A2
21-feb-24,CGC,USD Linked,Fija,"4,00%",24,"21,50",AA-
21-feb-24,CGC,USD Mep,Fija,"7,00%",24,"38,50",AA-
15-feb-24,Banco Hipotecario,ARS,Variable,"3,00%",6,"10401,00",A-1
15-feb-24,Grupo ST,USD Linked,Fija,"6,00%",24,"8,40",A-
15-feb-24,Grupo ST,ARS,Variable,"3,00%",24,"1743,80",A-
8-feb-24,Albanesi Energia,ARS,Variable,"5,00%",12,"4601,50",A2
8-feb-24,Albanesi Energia,USD Mep,Fija,"9,00%",30,"11,60",A
8-feb-24,Albanesi Energia,USD Linked,Fija,"6,50%",24,"5,60",A
7-feb-24,Plaza Logística,ARS,Variable,"-0,98%",12,"3994,40",A1
31-ene-24,Banco de Servicios Financieros,ARS,Variable,"4,00%",12,"10000,00",A-1
30-ene-24,Newsan,ARS,Variable,"3,75%",12,"12000,00",A2
15-ene-24,Galicia,ARS,Variable,"2,00%",6,"24727,80",A1+
11-ene-24,Cresud,ARS,Variable,"0,00%",12,"19886,00",A1+
11-ene-24,Cresud,USD Mep,Fija,"6,00%",36,"39,80",AA+
10-ene-24,YPF,USD Int,Fija,"9,50%",84,"800,00",Caa3
5-dic-23,Crown Point Energia,USD Linked,Fija,"5,00%",20,"6,00",BBB+
5-dic-23,Generación Mediterranea y CT Roca,USD Mep,Fija,"9,50%",28,"3,70",A
5-dic-23,Generación Mediterranea y CT Roca,USD Linked,Fija,"6,50%",28,"27,00",A
5-dic-23,Generación Mediterranea y CT Roca,USD Linked,Fija,"6,50%",28,"0,70",A
5-dic-23,Telecom,USD Linked,Fija,"0,00%",36,"30,90",AA+
4-dic-23,Vista Oil & Gas,USD Mep,Fija,"5,00%",30,"14,70",AAA
8-nov-23,PAE,USD Mep,Fija,"2,99%",27,"20,00",AAA
1-nov-23,Loma Negra,USD Mep,Fija,"6,00%",30,"10,00",AAA
1-nov-23,Tarjeta Naranja,ARS,Variable,"5,00%",12,"27381,30",A1
30-oct-23,Banco Macro,USD Mep,Fija,"5,00%",12,"53,00",A-1
11-oct-23,Central Puerto,USD Mep,Fija,"10,00%",24,"50,00",AA-
11-oct-23,MSU,USD Linked,Fija,"1,00%",36,"92,40",A-/BV1
11-oct-23,MSU,USD Linked,Fija,"4,50%",120,"22,40",A-/BV1
11-oct-23,Newsan,ARS,Variable,"3,00%",12,"4000,00",A-1
11-oct-23,Newsan,ARS,Variable,"0,00%",12,"2337,30",A-1
11-oct-23,PAE,USD Mep,Fija,"4,95%",24,"20,00",AAA
10-oct-23,Aluar,USD Mep,Fija,"7,00%",60,"137,90",AAA
10-oct-23,Generación Mediterranea y CT Roca,USD Linked,Fija,"6,50%",30,"23,60",A
10-oct-23,Generación Mediterranea y CT Roca,UVA,Variable,"5,00%",42,"10846,50",A
10-oct-23,Generación Mediterranea y CT Roca,USD Mep,Fija,"9,50%",30,"4,50",A
10-oct-23,Generación Mediterranea y CT Roca,USD Linked,Fija,"6,50%",30,"12,30",A
10-oct-23,Generación Mediterranea y CT Roca,UVA,Variable,"5,00%",42,"418,50",A
10-oct-23,PAE,USD Linked,Fija,"1,00%",58,"60,00",AAA
10-oct-23,Volkswagen,ARS,Variable,"4,50%",12,"10000,00",A1+
5-oct-23,YPF,USD Linked,Fija,"0,00%",36,"127,90",AAA (Fix) / AA+ (Moodys)
3-oct-23,Arcor,ARS,Variable,"3,49%",12,"17000,00",A1+
28-sep-23,San Miguel,USD Linked,Fija,"5,00%",21,"33,60",A- / BVS2
20-sep-23,PCR,USD Linked,Fija,"0,00%",48,"60,00",AA-
19-sep-23,Albanesi Energia,USD Linked,Fija,"5,00%",24,"36,80",A
19-sep-23,Albanesi Energia,USD Mep,Fija,"9,50%",30,"6,70",A
12-sep-23,Central Puerto,USD Mep,Fija,"7,00%",36,"37,20",AA-
12-sep-23,Petrolera Aconcagua Energía,USD Linked,Fija,"0,00%",36,"10,10",A
12-sep-23,Petrolera Aconcagua Energía,USD Linked,Fija,"3,40%",48,"19,90",A
7-sep-23,Loma Negra,USD Mep,Fija,"7,49%",30,"55,00",AAA
7-sep-23,YPF,USD Linked,Fija,"0,00%",60,"400,00",AAA (Fix) / AA+ (Moodys)
5-sep-23,Boldt,USD Mep,Fija,"10,00%",30,"5,00",A-
5-sep-23,Capex,USD Linked,Fija,"0,00%",36,"30,70",AA-
5-sep-23,Pampa Energía,USD Mep,Fija,"5,00%",24,"72,10",AA+
5-sep-23,historia,USD Linked,Fija,"0,00%",48,"39,30",AA-
18-ago-23,Capex,USD Mep,Fija,"9,25%",60,"188,80",
9-ago-23,Vista Oil & Gas,USD Linked,Fija,"0,99%",60,"70,00",AAA
4-ago-23,Toyota,ARS,Variable,"2,74%",18,"3000,00",AA+
3-ago-23,Pan American Enery,ARS,Variable,"2,50%",12,"3625,40",A1+
3-ago-23,Pan American Enery,USD Linked,Fija,"1,00%",60,"60,00",AAA
27-jul-23,Ledesma,ARS,Variable,"4,00%",24,"7000,00",AA-
26-jul-23,Plaza Logística,USD Linked,Fija,"0,00%",36,"20,00",AA-
25-jul-23,Tarjeta Naranja,ARS,Variable,"5,00%",12,"12072,10",A1
20-jul-23,Telecom,USD Linked,Fija,"0,00%",24,"180,40",AA+
19-jul-23,GEMSA – CTR,USD Mep,Fija,"9,50%",30,"9,20",A
19-jul-23,GEMSA – CTR,USD Linked,Fija,"5,00%",24,"15,30",A
18-jul-23,Crown Point Energia,USD Linked,Fija,"5,00%",24,"7,50",BBB+
18-jul-23,Newsan,ARS,Variable,"4,00%",12,"4992,00",A-1
18-jul-23,Newsan,ARS,Variable,"6,00%",12,"1774,40",A-1
18-jul-23,Red Surcos,USD Linked,Fija,"1,00%",24,"11,30",A-
13-jul-23,MSU,USD Mep,Fija,"6,50%",36,"25,00",A+
12-jul-23,AES,USD Mep,Fija,"8,00%",24,"30,50",AA-
12-jul-23,Genneia,USD Mep,Fija,"5,50%",24,"10,90",AA-
12-jul-23,Genneia,USD Linked,Fija,"0,00%",36,"20,90",AA-
12-jul-23,Genneia,USD Linked,Fija,"2,00%",60,"30,00",AA-
12-jul-23,Lipsa,USD Linked,Fija,"1,00%",24,"19,10",A
11-jul-23,Tecpetrol,ARS,Variable,"3,00%",18,"21137,90",AAA
6-jul-23,Oleaductos del Valle,USD Linked,Fija,"0,00%",48,"60,00",AAA
3-jul-23,AA 2000,USD Linked,Fija,"0,00%",24,"25,70",AA
3-jul-23,AA 2000,USD Linked,Fija,"0,00%",37,"2,70",AA
28-jun-23,Agrofina,USD Linked,Fija,"3,00%",24,"14,00",A-
23-jun-23,YPF,USD Mep,Fija,"5,00%",31,"138,00",AAA
22-jun-23,Pan American Energy,ARS,Variable,"2,74%",20,"23692,60",AAA
22-jun-23,San Miguel,USD Linked,Fija,"5,00%",24,"55,00",A-
21-jun-23,PYME Metalfor,USD Linked,Fija,"2,00%",24,"19,80",A
15-jun-23,Loma Negra,USD Mep,Fija,"6,50%",30,"71,70",AAA
